category,title,creator,publication_year,description
movie,Hanna,Joe Wright,2011,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives."
movie,The Babysitters,David Ross,2007,A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.
movie,Pride and Prejudice and Zombies,Burr Steers,2016,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.
movie,300: Rise of an Empire,Noam Murro,2014,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy."
movie,London Has Fallen,Babak Najafi,2016,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders."
movie,The Curious Case of Benjamin Button,David Fincher,2008,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences."
movie,Sin City: A Dame to Kill For,Frank Miller,2014,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
movie,The Bourne Ultimatum,Paul Greengrass,2007,Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.
movie,Srpski film,Srdjan Spasojevic,2010,"An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film."
movie,The Purge: Election Year,James DeMonaco,2016,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge."
movie,3 Idiots,Rajkumar Hirani,2009,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
movie,Zoolander 2,Ben Stiller,2016,"Derek and Hansel are lured into modeling again, in Rome, where they find themselves the target of a sinister conspiracy."
movie,World War Z,Marc Forster,2013,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself."
movie,Mission: Impossible - Ghost Protocol,Brad Bird,2011,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
movie,Let Me Make You a Martyr,Corey Asraf,2016,"A cerebral revenge film about two adopted siblings who fall in love, and hatch a plan to kill their abusive father."
movie,Filth,Jon S. Baird,2013,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own borderline-fueled inner demons."
movie,The Longest Ride,George Tillman Jr.,2015,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love."
movie,The imposible,J.A. Bayona,2012,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.
movie,Kick-Ass 2,Jeff Wadlow,2013,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands."
movie,Folk Hero & Funny Guy,Jeff Grace,2016,A successful singer-songwriter hatches a plan to help his friend's struggling comedy career and broken love life by hiring him as his opening act on his solo tour.
movie,Oz the Great and Powerful,Sam Raimi,2013,"A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers."
movie,Brooklyn,John Crowley,2015,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within."
movie,Coraline,Henry Selick,2009,"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
movie,Blue Valentine,Derek Cianfrance,2010,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods."
movie,The Thinning,Michael J. Gallagher,2016,"""The Thinning"" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test... See full summary »"
movie,Silent Hill,Christophe Gans,2006,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill."
movie,Dredd,Pete Travis,2012,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
movie,Hunt for the Wilderpeople,Taika Waititi,2016,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
movie,Big Hero 6,Don Hall,2014,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
movie,Carrie,Kimberly Peirce,2013,"A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom."
movie,Iron Man 2,Jon Favreau,2010,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy."
movie,Demolition,Jean-Marc Vallée,2015,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew."
movie,Pandorum,Christian Alvart,2009,A pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities.
movie,Olympus Has Fallen,Antoine Fuqua,2013,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers."
movie,I Am Number Four,D.J. Caruso,2011,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story."
movie,Jagten,Thomas Vinterberg,2012,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
movie,The Proposal,Anne Fletcher,2009,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.
movie,Get Hard,Etan Cohen,2015,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars."
movie,Just Go with It,Dennis Dugan,2011,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend."
